id,Pattern/Color/Print,Detail,Material,Finish/Effect,Length,Collar,Neck,Design/Silhouette,Hood,Sleeves,Hem
18832275,"archive beige, black, jacquard logo motif",leather trim,cotton-wool blend,None,None,None,None,cape,slouchy hood,None,None
21296392,black,"peak lapels, chest welt pocket, two front flap pockets, central rear vent",virgin wool blend,None,below-knee,peak lapels,None,double-breasted,None,"long sleeves, buttoned cuffs",None
17131263,Black,padded design,cotton blend/feather down,None,None,None,None,parka,classic hood,long sleeves,None
19673007,khaki,down-feather filling,None,padded design,cropped,funnel neck,None,None,None,long sleeves,drawstring hem
20243974,light beige,quilted,cashmere,None,None,None,None,reversible,drawstring hood,sleeveless,elasticated hem
18827434,black,"['down-feather filling', 'quilted', 'logo patch at the chest']",None,padded,None,stand-up collar,None,gilet,None,sleeveless,None
19972285,khaki,layered details,None,None,None,None,V-neck,waistcoat,None,sleeveless,straight hem
17974163,Blue,logo patch at the chest,None,padded design,None,None,None,gilet,None,sleeveless,None
20103156,navy blue,peak lapels,cotton,None,cropped,None,None,asymmetric,None,sleeveless,asymmetric hem
20273003,black,draped panel detail,down-feather filling,quilted,asymmetric,None,None,asymmetric design,None,sleeveless,None
20473190,beige,logo patch at the chest,down-feather filling,"water-repellent, windproof, ripstop texture",straight hem,press-stud fastening collar,high neck,padded design,None,sleeveless,straight hem
18545997,grey,two side welt pockets,wool blend,adjustable fit,None,V-neck,None,tailored waistcoat,None,sleeveless,None
18897158,black,padded design,duck down,None,None,high neck,None,puffer vest,None,sleeveless,straight hem
17347245,Navy-blue,"logo patch to the front, panelled design",recycled polyamide-blend,padded,None,None,None,zip-up gilet,None,sleeveless,None
19649424,ivory white,belted waist,feather down,quilted finish,straight hem,stand-up collar,None,detached-sleeve,drawstring hood,detachable sleeves,straight hem
19761155,light beige,concealed front fastening,"cotton, virgin wool blend",None,None,round neck,round neck,gilet,None,sleeveless,straight hem
21257564,ash grey,logo patch at the chest,down-feather filling,padded,None,None,high neck,gilet,None,sleeveless,None
20152730,camel brown,logo print at the chest,duck feather,padded design,None,None,funnel neck,drawstring-waist puffer jacket,classic hood,long sleeves,None
19991812,navy blue,"padded design, quilted",down-feather filling,water-resistant,None,stand-up collar,None,gilet,drawstring hood,sleeveless,drawstring hem
20306726,light pink,logo patch at the chest,down-feather filling,padded,straight hem,funnel neck,funnel neck,gilet,None,sleeveless,straight hem
19855331,brown,vertical-stripe,cotton-wool blend,knitted construction,None,None,open front,gilet,None,sleeveless,frayed hem
19476942,grey,tonal logo plaque,down-feather filling,water-repellent finish,None,None,None,gilet,classic hood,None,drawstring hem
20197812,light blue,logo patch to the rear,cotton,None,cropped,straight-point collar,None,Shrunken cropped denim gilet,None,sleeveless,straight hem
17703343,black,dart detailing,TENCEL??POSITIVELY CONSCIOUS,None,None,V-neck,single-breasted waistcoat,None,sleeveless,None,None
20472298,auburn brown,front button fastening,cotton blend,velvet,None,None,V-neck,waistcoat,None,sleeveless,None
20932236,"charcoal grey, vertical stripe pattern",chest welt pocket,wool,None,cropped,None,V-neck,cropped waistcoat,None,sleeveless,None
20187225,light blue,logo patch at the chest,feather down,padded design,None,None,high neck,gilet,None,sleeveless,straight hem
20046053,leopard-print,silver-tone logo plaque,cotton blend,padded design,None,None,high neck,gilet,None,sleeveless,straight hem
19676104,yellow,logo patch to the front,goose down,padded design,None,None,None,quilted gilet,classic hood,sleeveless,None
19618982,"multicolour, graffiti print",padded design,down-feather filling,None,None,funnel neck,funnel neck,gilet,drawstring hood,sleeveless,drawstring hem
20976058,black,logo patch at the chest,duck down,quilted,None,funnel neck,None,puffer vest,None,sleeveless,straight hem
20178739,"blue, abstract pattern print","quilted, padded design",cotton,None,None,round neck,round neck,gilet,None,sleeveless,straight hem
20250175,"multicolour, houndstooth print",two front jetted pockets,virgin wool,None,None,None,plunging V-neck,waistcoat,None,sleeveless,straight hem
19618984,mint green,logo-print drawstring,down-feather filling,padded,None,None,funnel neck,quilted,drawstring hood,sleeveless,straight hem
20515390,olive green,epaulettes,faux leather,None,None,None,high neck,cargo vest,None,sleeveless,flared hem
18316298,black,logo patch at the chest,feather down,high-shine finish,None,funnel neck,funnel neck,None,None,sleeveless,straight hem
19025519,black,logo patch at the sleeve,duck feather,padded design,mid-length,None,None,belted puffer coat,None,long sleeves,None
19077590,rose pink,"logo patch at the chest, two chest flap pockets",goose down,quilted finish,None,None,None,gilet,None,sleeveless,None
20244932,sand beige,corduroy,cotton,silk lining,None,None,V-neck,waistcoat,None,sleeveless,None
19669508,silver-tone,logo patch at the chest,down-feather filling,padded,None,None,high neck,gilet,None,sleeveless,straight hem
18923037,grey,padded,feather down,quilted,None,None,None,asymmetric,drawstring hood,detachable sleeves,asymmetric hem
20851095,light grey,logo patch at the chest,duck down,quilted,None,funnel neck,None,padded gilet,None,sleeveless,straight hem
19673585,black,quilted,recycled polyester blend,padded,None,None,high neck,Frostguard padded vest,None,sleeveless,straight hem
14774360,Black,logo patch at the chest,None,"quilted, padded",None,None,None,Liane puffer gilet,None,sleeveless,None
19620621,pink,logo-print drawstring,down-feather filling,quilted,None,None,None,gilet,drawstring hood,sleeveless,None
19050610,midnight blue,padded,down-feather filling,None,None,high neck,high neck,oversized,None,sleeveless,None
19024906,cool grey,logo patch at the sleeve,duck feather,padded design,mid-length,None,None,None,None,long sleeves,None
15801650,Black,logo patch at the sleeve,goose down,None,mid-length,None,funnel neck,Flammette puffer coat,concealed hood,long sleeves,None
20473188,black,logo patch to the front,feather down,quilted,None,None,high neck,None,None,sleeveless,straight hem
20851089,black,logo patch at the chest,down-feather filling,padded,None,None,None,gilet,classic hood,sleeveless,straight hem
18681146,black,slogan print,cotton,padded,None,None,None,sleeveless,drawstring hood,sleeveless,None
21356519,black,shearling trim,lambskin,None,None,high neck,high neck,gilet,None,sleeveless,None
18983469,black,quilted,feather down,None,None,None,high neck,gilet,None,sleeveless,None
20308661,ecru,quilted,down-feather,high-shine,mid-length,stand-up collar,None,padded design,None,long sleeves,straight hem
19627442,orange,logo patch at the chest,down-feather filling,None,None,None,high neck,padded gilet,None,sleeveless,None
19993815,check print,padded design,virgin wool blend,None,None,funnel neck,funnel neck,gilet,None,sleeveless,None
20140790,light beige,faux shearling,faux shearling,None,None,round neck,round,gilet,None,sleeveless,straight hem
20161077,almond beige,central rear vent,cotton blend,full lining,None,None,V-neck,single-breasted waistcoat,None,sleeveless,None
20879353,black,quilted,down-feather,padded,None,None,funnel neck,hooded gilet,drawstring hood,sleeveless,drawstring hem
19953464,"beige, ecru, black","VLogo Signature, fringed edge",virgin wool blend,None,None,None,open front,draped design,None,None,asymmetric hem
